Authors_Name;Affiliation;url_photos
Jean-Claude Régnier;;
Jean-Daniel Fekete;@inria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=PMZ3h7sAAAAJ
Jean-Daniel Zucker;@ird.fr;https://scholar.google.com/citations?view_op=medium_photo&user=bcrbZrEAAAAJ
Jean-Emile Symphor;;
Jean-François Bonastre;;
Jean-François Boulicaut;;
Jean-François Gibrat;;
Jean-François Marcotorchino;;
Jean-François Méhaut;;
Jean-Gabriel Ganascia;;
Jean-Hugues Chauchat;@univ-lyon2.fr;https://scholar.google.com/citations?view_op=medium_photo&user=X1xjFfkAAAAJ
Jean-Jacques Denimal;;
Jean-Jacques Schneider;;
Jean-Louis Ermine;@telecom-em.eu;https://scholar.google.com/citations?view_op=medium_photo&user=00OHS40AAAAJ
Jean-Luc Peiry;@uca.fr;https://scholar.google.com/citations?view_op=medium_photo&user=s9kGPGYAAAAJ
Jean-Marc Ogier;@univ-lr.fr;https://scholar.google.com/citations?view_op=medium_photo&user=1Ue7KQkAAAAJ
Jean-Marc Petit;@insa-lyon.fr;https://scholar.google.com/citations?view_op=medium_photo&user=4RZZco4AAAAJ
Jean-Marc Vincent;@imag.fr;https://scholar.google.com/citations?view_op=medium_photo&user=Uu-9v1IAAAAJ
Jean-Marie Favreau;;https://scholar.google.com/citations?view_op=medium_photo&user=gVEwjX8AAAAJ
Jean-Philippe Domenger;@labri.fr;https://scholar.google.com/citations?view_op=medium_photo&user=4Z2HmmcAAAAJ
Jean-Philippe Métivier;;https://scholar.google.com/citations?view_op=medium_photo&user=NYyb25gAAAAJ
Jean-Pierre Asté;;
Jean-Pierre Barthélemy;;
Jean-Pierre Cahier;@utt.fr;https://scholar.google.com/citations?view_op=medium_photo&user=HiVLPxoAAAAJ
Jean-Pierre Chabriat;;
Jean-Pierre Cotton;;
Jean-Pierre Desclés;;
Jean-Pierre Fiset;;
Jean-Pierre Pécuchet;;
Jean-Robert Kala Kamdjoug;@elearning-ucac.org;https://scholar.google.com/citations?view_op=medium_photo&user=txSdASUAAAAJ
Jean-Roch Meurisse;;
Jean-Stéphane Bailly;@agroparistech.fr;https://scholar.google.com/citations?view_op=medium_photo&user=j5j1rQEAAAAJ
Jean-Yves Antoine;@univ-tours.fr;https://scholar.google.com/citations?view_op=medium_photo&user=C_ijkUoAAAAJ
Jean-Yves Blaise;;
Jerry Lonlac;@cril.fr;https://scholar.google.com/citations?view_op=medium_photo&user=j_H75U8AAAAJ
Jessica Pinaire;@umontpellier.fr;https://scholar.google.com/citations?view_op=medium_photo&user=mwF2nL0AAAAJ
Jesús S. Aguilar-Ruiz;@upo.es;https://scholar.google.com/citations?view_op=medium_photo&user=qF8pVhAAAAAJ
Jian Pei;@cs.sfu.ca;https://scholar.google.com/citations?view_op=medium_photo&user=zIMEVKsAAAAJ
Jihem Rezgui;;
Jim Hendler;@cs.rpi.edu;https://scholar.google.com/citations?view_op=medium_photo&user=JNPbTdIAAAAJ
Johann Daigremont;@alcatel-lucent.com;https://scholar.google.com/citations?view_op=medium_photo&user=IB27p-sAAAAJ
Johannes Heinecke;;
Jonathan Dubois;@llnl.gov;https://scholar.google.com/citations?view_op=medium_photo&user=0WXE25AAAAAJ
Jordan Frery;@rsm.nl;https://scholar.google.com/citations?view_op=medium_photo&user=MeB4dYAAAAAJ
Jorge Galicia;@edu.xunta.es;https://scholar.google.com/citations?view_op=medium_photo&user=Lg4CgTsAAAAJ
Jorge López Castroman;@chu-nimes.fr;https://scholar.google.com/citations?view_op=medium_photo&user=J59a7yUAAAAJ
Jose Luis Patino;;
Jose M. Joemon;;
Josiane Mothe;@univ-tlse2.fr;https://scholar.google.com/citations?view_op=medium_photo&user=V-Nyr0wAAAAJ
José L Balcazar;@icra.cat;https://scholar.google.com/citations?view_op=medium_photo&user=yA6vW3wAAAAJ
José L. Balcázar;@icra.cat;https://scholar.google.com/citations?view_op=medium_photo&user=yA6vW3wAAAAJ
José de Macedo;@insightlab.ufc.br;https://scholar.google.com/citations?view_op=medium_photo&user=vQ5sIO4AAAAJ
João Gama;@fep.up.pt;https://scholar.google.com/citations?view_op=medium_photo&user=jjoTZfoAAAAJ
Joël Boulier;;
Juan-Manuel Torres-Moreno;@polymtl.ca;https://scholar.google.com/citations?view_op=medium_photo&user=NtQBItYAAAAJ
Jules Chevalier;@univ-st-etienne.fr;https://scholar.google.com/citations?view_op=medium_photo&user=4jHgONIAAAAJ
Julie Bernauer;@inria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=GR8a0jwAAAAJ
Julie Dawn Thompson;;
Julie Séguéla;;
Julien Ah-Pine;@univ-lyon2.fr;https://scholar.google.com/citations?view_op=medium_photo&user=4_QqcmcAAAAJ
Julien Alerini;;
Julien Aligon;@ut-capitole.fr;https://scholar.google.com/citations?view_op=medium_photo&user=SL-IYIQAAAAJ
Julien Blanchard;@univ-nantes.fr;https://scholar.google.com/citations?view_op=medium_photo&user=vwIgKFcAAAAJ
Julien Clauzel;;
Julien Cumin;@orange.com;https://scholar.google.com/citations?view_op=medium_photo&user=byW2uYQAAAAJ
Julien Giudici;;
Julien Hay;;
Julien Jacques;@univ-lyon2.fr;https://scholar.google.com/citations?view_op=medium_photo&user=wD9lj5MAAAAJ
Julien Laroque Malbert;;
Julien Lavergne;;
Julien Longhi;@u-cergy.fr;https://scholar.google.com/citations?view_op=medium_photo&user=KKt7T4kAAAAJ
Julien Lorec;;
Julien Rabatel;;
Julien Saunier;@insa-rouen.fr;https://scholar.google.com/citations?view_op=medium_photo&user=wJC-vb0AAAAJ
Julien Schluth;;
Julien Subercaze;;
Julien Thomas;;https://scholar.google.com/citations?view_op=medium_photo&user=eXd_3B8AAAAJ
Julien Velcin;@univ-lyon2.fr;https://scholar.google.com/citations?view_op=medium_photo&user=_ZreLBMAAAAJ
Julien Zarka;;
Juliette Dibie-Barthélemy;@agroparistech.fr;https://scholar.google.com/citations?view_op=medium_photo&user=VBReg1MAAAAJ
Julio Cesar Dos Reis;@ic.unicamp.br;https://scholar.google.com/citations?view_op=medium_photo&user=NpBP3-QAAAAJ
Jun Jo;@jhu.edu;https://scholar.google.com/citations?view_op=medium_photo&user=n0upL5oAAAAJ
Juraj Macko;@upol.cz;https://scholar.google.com/citations?view_op=medium_photo&user=QCRGT2sAAAAJ
Justine Lebrun;;
Justine Reynaud;@agr.gc.ca;https://scholar.google.com/citations?view_op=medium_photo&user=LDl0RQsAAAAJ
Jérémie Mary;@smu.ca;https://scholar.google.com/citations?view_op=medium_photo&user=ALWMZs4AAAAJ
Jérémie Sublime;@isep.fr;https://scholar.google.com/citations?view_op=medium_photo&user=UhAxK5EAAAAJ
Jérémy Besson;;
Jérémy Clech;;
Jérémy Ferrero;@imag.fr;https://scholar.google.com/citations?view_op=medium_photo&user=N335_Y0AAAAJ
Jérémy Lhez;;
Jérémy Roos;;
Jérémy Sanhes;@upmc.fr;https://scholar.google.com/citations?view_op=medium_photo&user=kwI3oYMAAAAJ
Jérôme Azé;@lirmm.fr;https://scholar.google.com/citations?view_op=medium_photo&user=beRHcScAAAAJ
Jérôme Cubillé;;
Jérôme Darmont;@univ-lyon2.fr;https://scholar.google.com/citations?view_op=medium_photo&user=cLTzLCIAAAAJ
Jérôme David;@wustl.edu;https://scholar.google.com/citations?view_op=medium_photo&user=YXcUrJsAAAAJ
Jérôme Euzenat;@inria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=CalxWOAAAAAJ
Jérôme Gensel;@imag.fr;https://scholar.google.com/citations?view_op=medium_photo&user=ZclllpAAAAAJ
Jérôme Mikolajczak;;
Kafil Hajlaoui;;
Kaixun Hua;@umb.edu;https://scholar.google.com/citations?view_op=medium_photo&user=u2rFTvYAAAAJ
Kamel Smaïli;@loria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=bL0qf7AAAAAJ
Karim Baïna;@um5.ac.ma;https://scholar.google.com/citations?view_op=medium_photo&user=tRtXdkEAAAAJ
Karim Benouaret;;https://scholar.google.com/citations?view_op=medium_photo&user=C8tFu5IAAAAJ
Karim Benzeroual;@epo.org;https://scholar.google.com/citations?view_op=medium_photo&user=eGbpRPYAAAAJ
Karim Djemal;;
Karim Kamoun;;
Karim Sehaba;@liris.cnrs.fr;https://scholar.google.com/citations?view_op=medium_photo&user=t4p5WykAAAAJ
Karim Tabia;;https://scholar.google.com/citations?view_op=medium_photo&user=yWnrkLIAAAAJ
Karima Dhouib;@isims.usf.tn;https://scholar.google.com/citations?view_op=medium_photo&user=R3yke5MAAAAJ
Karima Mouhoubi;;
Karima Zayrit;;
Karine Clément;@inserm.fr;https://scholar.google.com/citations?view_op=medium_photo&user=78Yor2oAAAAJ
Karine Zeitouni;@uvsq.fr;https://scholar.google.com/citations?view_op=medium_photo&user=V6wgLEYAAAAJ
Katerina Tsesmeli;;
Katharina Morik;@tu-dortmund.de;https://scholar.google.com/citations?view_op=medium_photo&user=LfmjF2UAAAAJ
Kavé Salamatian;@univ-savoie.fr;https://scholar.google.com/citations?view_op=medium_photo&user=s718KIEAAAAJ
Kenza Kellou-Menouer;;https://scholar.google.com/citations?view_op=medium_photo&user=ca-UdBcAAAAJ
Kevin Dalleau;@loria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=DqTzo5IAAAAJ
Kevin Guelton;@univ-reims.fr;https://scholar.google.com/citations?view_op=medium_photo&user=_SitnwMAAAAJ
Khaled Dehdou;;
Khaled Khelif;;
Khaled Mellouli;;https://scholar.google.com/citations?view_op=medium_photo&user=CSA5JPsAAAAJ
Khalid Benabdeslem;;
Khalil Laghmari;@poleia.lip6.fr;https://scholar.google.com/citations?view_op=medium_photo&user=GRgqq1kAAAAJ
Khanh-Chuong Duong;@univ-orleans.fr;https://scholar.google.com/citations?view_op=medium_photo&user=KzseqMUAAAAJ
Khaoula Mahmoudi;;
Kheira Mechach;;
Konstantin Todorov;@lirmm.fr;https://scholar.google.com/citations?view_op=medium_photo&user=eWFy2AwAAAAJ
Kouhei Takemoto;;
Kutluhan Kemal Pak;;
Kévin Ottens;;
Kévin Saint-Paul;;
L'Hédi Zaher;;
Laetitia Gros;;
Laetitia Hédouin;;
Lahcen Koutti;;
Lakhdar Sais;@cril.fr;https://scholar.google.com/citations?view_op=medium_photo&user=kY9aNikAAAAJ
Lamia Ben Ghezaiel;;
Lamia Hadrich Belguith;@fsegs.rnu.tn;https://scholar.google.com/citations?view_op=medium_photo&user=0qVRSRYAAAAJ
Lamine Diop;@uadb.edu.sn;https://scholar.google.com/citations?view_op=medium_photo&user=qu3ha7MAAAAJ
Laszlo Szathmary;@inf.unideb.hu;https://scholar.google.com/citations?view_op=medium_photo&user=1TJ00R0AAAAJ
Laura Diosan;@cs.ubbcluj.ro;https://scholar.google.com/citations?view_op=medium_photo&user=vkTFEd4AAAAJ
Laura Giustarini;;
Laure Berti-Equille;@ird.fr;https://scholar.google.com/citations?view_op=medium_photo&user=pHwxwjwAAAAJ
Laurent Alamarguy;;
Laurent Candillier;@ocado.com;https://scholar.google.com/citations?view_op=medium_photo&user=JdkE1-sAAAAJ
Laurent Castanié;;
Laurent Demagistri;@ird.fr;https://scholar.google.com/citations?view_op=medium_photo&user=FPG9aWoAAAAJ
Laurent Garcia;;
Laurent Heutte;@univ-rouen.fr;https://scholar.google.com/citations?view_op=medium_photo&user=6zVLPkcAAAAJ
Laurent Kevers;@kevers.org;https://scholar.google.com/citations?view_op=medium_photo&user=xYUSePYAAAAJ
Laurent Leblond;;
Laurent Pierre;@parisdescartes.fr;https://scholar.google.com/citations?view_op=medium_photo&user=OcxZlnUAAAAJ
Laurent Riffaud;@chu-rennes.fr;https://scholar.google.com/citations?view_op=medium_photo&user=3u5BHLAAAAAJ
Laurent Tessier;;
Laurent Thiry;@uha.fr;https://scholar.google.com/citations?view_op=medium_photo&user=V5q2DhUAAAAJ
Laurent Vercouter;@insa-rouen.fr;https://scholar.google.com/citations?view_op=medium_photo&user=bOjYekgAAAAJ
Laurent Vezard;;https://scholar.google.com/citations?view_op=medium_photo&user=gQv0TgMAAAAJ
Lazhar Labiod;;
Le Hoai Minh;@univ-lorraine.fr;https://scholar.google.com/citations?view_op=medium_photo&user=yyKxIccAAAAJ
Le Thi Hoai An;@univ-lorraine.fr;https://scholar.google.com/citations?view_op=medium_photo&user=FMzNuMUAAAAJ
Leila Khouas;;
Leila Nemmiche Alachaher;;
Leoncio Jiménez;@ucentral.cl;https://scholar.google.com/citations?view_op=medium_photo&user=iT2xQRQAAAAJ
Liliana Ibanescu;@agroparistech.fr;https://scholar.google.com/citations?view_op=medium_photo&user=rN9HcaQAAAAJ
Lina Fahed;@imt-atlantique.fr;https://scholar.google.com/citations?view_op=medium_photo&user=KMK81FsAAAAJ
Lionel Brunie;;
Lionel Chauvin;;
Lionel Loubersac;;
Lionel Martin;@epfl.ch;https://scholar.google.com/citations?view_op=medium_photo&user=SgXw3R4AAAAJ
Lionel Médini;;
Lionel Tabourier;@lip6.fr;https://scholar.google.com/citations?view_op=medium_photo&user=CleppTYAAAAJ
Lionel Vinceslas;@etu.univ-antilles.fr;https://scholar.google.com/citations?view_op=medium_photo&user=3rCzdf4AAAAJ
Lisa Di-Jorio;@imagia.com;https://scholar.google.com/citations?view_op=medium_photo&user=nHH8EAsAAAAJ
Livio De Luca;@map.cnrs.fr;https://scholar.google.com/citations?view_op=medium_photo&user=hYxL8tcAAAAJ
Lobna Karoui;;
Loic Martin;@cea.fr;https://scholar.google.com/citations?view_op=medium_photo&user=1vacsOsAAAAJ
Lotfi Lakhal;@univ-amu.fr;https://scholar.google.com/citations?view_op=medium_photo&user=uTN7UoMAAAAJ
Lougmiri Zekri;;
Louis Ferré;@wustl.edu;https://scholar.google.com/citations?view_op=medium_photo&user=77fNIxkAAAAJ
Louis-Victor Pasquier;;
Louise Deléger;@inra.fr;https://scholar.google.com/citations?view_op=medium_photo&user=0JwRKTUAAAAJ
Loïc Cerf;;https://scholar.google.com/citations?view_op=medium_photo&user=YwWmOp8AAAAJ
Loïc Lecerf;;
Loïc Mabit;;
Lucas Létocart;@lipn.univ-paris13.fr;https://scholar.google.com/citations?view_op=medium_photo&user=mAX9j8wAAAAJ
Luciano Gervasoni;@inria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=Zvgi_mMAAAAJ
Lucie Gentils;;
Lucie Martinet;;
Lucile Sautot;@teledetection.fr;https://scholar.google.com/citations?view_op=medium_photo&user=NAGlML4AAAAJ
Lucile Vadcard;;
Ludovic Denoyer;@lip6.fr;https://scholar.google.com/citations?view_op=medium_photo&user=9PLqulwAAAAJ
Ludovic Journaux;@agrosupdijon.fr;https://scholar.google.com/citations?view_op=medium_photo&user=l3fALXwAAAAJ
Ludovic Lebart;;
Luigi Lancieri;@univ-lille1.fr;https://scholar.google.com/citations?view_op=medium_photo&user=rYa0IzwAAAAJ
Lydia Boudjeloud;@univ-lorraine.fr;https://scholar.google.com/citations?view_op=medium_photo&user=H6l3tSgAAAAJ
Lydia Boudjeloud-Assala;@univ-lorraine.fr;https://scholar.google.com/citations?view_op=medium_photo&user=H6l3tSgAAAAJ
Lyes Benamsili;;
Lylia Abrouk;@u-bourgogne.fr;https://scholar.google.com/citations?view_op=medium_photo&user=ehkOGlsAAAAJ
Lynda Khiali;;
Lynda Said L'Hadj;;
Lynda Seddiki;;
Lynne Billard;;
Léa Laporte;@insa-lyon.fr;https://scholar.google.com/citations?view_op=medium_photo&user=RYtCJBAAAAAJ
M. Nidhal Jelassi;;
M. Tahar Kechadi;;
Madenda Sarifuddin;@staff.gunadarma.ac.id;https://scholar.google.com/citations?view_op=medium_photo&user=v6Zf09IAAAAJ
Maguelonne Teisseire;@irstea.fr;https://scholar.google.com/citations?view_op=medium_photo&user=ZC5cTtAMFr4C
Maha Amami;;https://scholar.google.com/citations?view_op=medium_photo&user=XECi_S4AAAAJ
Maher Jaoua;@fsegs.rnu.tn;https://scholar.google.com/citations?view_op=medium_photo&user=lxgKI1kAAAAJ
Mahfoud Bala;@univ-blida.dz;https://scholar.google.com/citations?view_op=medium_photo&user=V3bqU50AAAAJ
Maisa Cristina Duarte;;https://scholar.google.com/citations?view_op=medium_photo&user=AejKLBMAAAAJ
Malek Hajjem;;
Malika Charrad;@riadi.rnu.tn;https://scholar.google.com/citations?view_op=medium_photo&user=YDE6K-AAAAAJ
Malika Smail-Tabbone;@loria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=loFd8VEAAAAJ
Manel Achichi;;
Manel Boumghar;;
Manel Hmimida;;
Manuel Bouillon;;
Manuel Pozo;@uam.es;https://scholar.google.com/citations?view_op=medium_photo&user=pswVw3MAAAAJ
Manuel Zacklad;@cnam.fr;https://scholar.google.com/citations?view_op=medium_photo&user=ekQ2tcsAAAAJ
Manuele Kirsh-Pinheiro;;
Maram Romdhane;;
Marc Barbier;@inra.fr;https://scholar.google.com/citations?view_op=medium_photo&user=c2s6bXoAAAAJ
Marc Boullé;@etsmtl.ca;https://scholar.google.com/citations?view_op=medium_photo&user=y3ukjHkAAAAJ
Marc Boyer;@onera.fr;https://scholar.google.com/citations?view_op=medium_photo&user=txnJwg0AAAAJ
Marc El-Bèze;;
Marc Gelgon;;
Marc Joliveau;;
Marc Le Goc;@univ-amu.fr;https://scholar.google.com/citations?view_op=medium_photo&user=ZdlxlwsAAAAJ
Marc Le Pouliquen;;
Marc Legeay;;
Marc Plantevit;@liris.cnrs.fr;https://scholar.google.com/citations?view_op=medium_photo&user=r1T6JIMAAAAJ
Marc Rigolot;;
Marc Sistiaga;;
Marc Tommasi;@univ-lille3.fr;https://scholar.google.com/citations?view_op=medium_photo&user=IRyM3b8AAAAJ
Marc-Ismaël Akodjènou-Jeannin;;
Marcin Detyniecki;@axa.com;https://scholar.google.com/citations?view_op=medium_photo&user=5NYUrVYAAAAJ
Marco Attene;@cnr.it;https://scholar.google.com/citations?view_op=medium_photo&user=VTyMm2MAAAAJ
Marco Dinarelli;@ens.fr;https://scholar.google.com/citations?view_op=medium_photo&user=iPTtYm8AAAAJ
Maria Fernandez;@ufscar.br;https://scholar.google.com/citations?view_op=medium_photo&user=Z3A0ATIAAAAJ
Maria Rifqi;@u-paris2.fr;https://scholar.google.com/citations?view_op=medium_photo&user=kPGKY34AAAAJ
Maria-Luisa Damiani;@di.unimi.it;https://scholar.google.com/citations?view_op=medium_photo&user=36XiC_4AAAAJ
Marian-Andrei Rizoiu;@uts.edu.au;https://scholar.google.com/citations?view_op=medium_photo&user=J9sjxXYAAAAJ
Mariana Patricio;;
Marianne Huchard;@lirmm.fr;https://scholar.google.com/citations?view_op=medium_photo&user=k3kJUyIAAAAJ
Maribel Fernández;@kcl.ac.uk;https://scholar.google.com/citations?view_op=medium_photo&user=dfag-lkAAAAJ
Marie Agier;@isima.fr;https://scholar.google.com/citations?view_op=medium_photo&user=Diy7opUAAAAJ
Marie Al Ghossein;@telecom-paristech.fr;https://scholar.google.com/citations?view_op=medium_photo&user=0VrHhpwAAAAJ
Marie Arcadias;@arcadia.edu;https://scholar.google.com/citations?view_op=medium_photo&user=DIP8z5IAAAAJ
Marie Chavent;@u-bordeaux.fr;https://scholar.google.com/citations?view_op=medium_photo&user=pMrFRNoAAAAJ
Marie Pailloux;@isima.fr;https://scholar.google.com/citations?view_op=medium_photo&user=Diy7opUAAAAJ
Marie Plasse;@merrimack.edu;https://scholar.google.com/citations?view_op=medium_photo&user=k9yRGwcAAAAJ
Marie-Aude Aufaure;;
Marie-Aude-Aufaure;;
Marie-Christine Jaulent;@inserm.fr;https://scholar.google.com/citations?view_op=medium_photo&user=hANsyVYAAAAJ
Marie-Christine Rousset;@imag.fr;https://scholar.google.com/citations?view_op=medium_photo&user=B9COifkAAAAJ
Marie-Françoise Canut;;
Marie-Jeanne Lesot;;
Marie-Luce Picard;;
Marie-Luce Viaud;;
Marie-Noëlle Bessagnet;;
Marie-Odile Cordier;@irisa.fr;https://scholar.google.com/citations?view_op=medium_photo&user=6gWZasEAAAAJ
Marie-Thérèse Maunoury;;
Mariem Mahfoudh;@loria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=jUnLpfIAAAAJ
Marilys Corbex;;https://scholar.google.com/citations?view_op=medium_photo&user=cpmUC2YAAAAJ
Mario Cataldi;@iut.univ-paris8.fr;https://scholar.google.com/citations?view_op=medium_photo&user=3b8d8cIAAAAJ
Marion Moulinou;;
Marius Barctus;;
Mark Larsen;@augie.edu;https://scholar.google.com/citations?view_op=medium_photo&user=Mw-oLGoAAAAJ
Marlène Villanova-Oliver;;
Marouen Kachroudi;@fst.rnu.tn;https://scholar.google.com/citations?view_op=medium_photo&user=sxQowHQAAAAJ
Marta Franová;;
Martial Phélippé-Guinvarc'h;;
Martine Adda-Decker;@univ-paris3.fr;https://scholar.google.com/citations?view_op=medium_photo&user=L-0vwp0AAAAJ
Martine Cadot;;
Martine Collard;;
Marwan Ghanem;@mail.aub.edu;https://scholar.google.com/citations?view_op=medium_photo&user=7XT8bE8AAAAJ
Mary Felkin;;
Maryvonne Miquel;;
Masaharu Hirota;@mis.ous.ac.jp;https://scholar.google.com/citations?view_op=medium_photo&user=hf_iULkAAAAJ
Masaki Endo;@affrc.go.jp;https://scholar.google.com/citations?view_op=medium_photo&user=YMcKY5sAAAAJ
Massih-Reza Amini;@imag.fr;https://scholar.google.com/citations?view_op=medium_photo&user=TAfVg4wAAAAJ
Mathias Géry;@univ-st-etienne.fr;https://scholar.google.com/citations?view_op=medium_photo&user=9z3AzvEAAAAJ
Mathieu Castets;;
Mathieu Lafourcade;@mit.edu;https://scholar.google.com/citations?view_op=medium_photo&user=K07w9N4AAAAJ
Mathieu Roche;@cirad.fr;https://scholar.google.com/citations?view_op=medium_photo&user=az3JcdEAAAAJ
Matthias Studer;@unige.ch;https://scholar.google.com/citations?view_op=medium_photo&user=pU3PIdsAAAAJ
Matthieu Exbrayat;@univ-orleans.fr;https://scholar.google.com/citations?view_op=medium_photo&user=lVn1aLcAAAAJ
Matthieu Lagacherie;;
Matthieu Osmuk;;
Mauro Gaio;;
Max Chevalier;@irit.fr;https://scholar.google.com/citations?view_op=medium_photo&user=NZGgMpgAAAAJ
Maxime Lefrançois;@emse.fr;https://scholar.google.com/citations?view_op=medium_photo&user=3GfpyksAAAAJ
Maxime Maillot;;
Maylis Delest;;
Md Naimul Hoque;;
Md Shadman Rafid;;
Mehdi Kaytoue;@liris.cnrs.fr;https://scholar.google.com/citations?view_op=medium_photo&user=TXvlWggAAAAJ
Mehdi Kaytoue-Uberall;;
Mehdi Khiari;@zto-technology.com;https://scholar.google.com/citations?view_op=medium_photo&user=dpV4_RwAAAAJ
Mehdi Mtir;@ferdowsi.um.ac.ir;https://scholar.google.com/citations?view_op=medium_photo&user=3fQDsO8AAAAJ
Mehwish Alam;@fiz-karlsruhe.de;https://scholar.google.com/citations?view_op=medium_photo&user=11qHPf0AAAAJ
Menaouer Brahami;@enp-oran.dz;https://scholar.google.com/citations?view_op=medium_photo&user=Ufn5IcwAAAAJ
Meriem Amina Zingla;;
Meryem Talha;;https://scholar.google.com/citations?view_op=medium_photo&user=MNZAdaUAAAAJ
Michael Ley;@uni-trier.de;https://scholar.google.com/citations?view_op=medium_photo&user=2jE4KhkAAAAJ
Michaël Aupetit;@qf.org.qa;https://scholar.google.com/citations?view_op=medium_photo&user=UszzuaAAAAAJ
Michaël Rusinowitch;@loria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=oWN2s-IAAAAJ
Michel Beigbeder;@emse.fr;https://scholar.google.com/citations?view_op=medium_photo&user=e4vHtP0AAAAJ
Michel Buffa;@buffalo.edu;https://scholar.google.com/citations?view_op=medium_photo&user=4HUJbj8AAAAJ
Michel Crampes;;
Michel Hassenforder;;
Michel Liquiere;@lirmm.fr;https://scholar.google.com/citations?view_op=medium_photo&user=q5blZywAAAAJ
Michel Lutz;@deepeco.org;https://scholar.google.com/citations?view_op=medium_photo&user=411fvOcAAAAJ
Michel Plantié;;
Michel Plu;@groundh2oplus.co.uk;https://scholar.google.com/citations?view_op=medium_photo&user=8H8pUbUAAAAJ
Michel Sala;;
Michel Schneider;;https://scholar.google.com/citations?view_op=medium_photo&user=YZYne64AAAAJ
Michel Simonet;;
Michel Soto;@trinity.edu;https://scholar.google.com/citations?view_op=medium_photo&user=a-sRDNIAAAAJ
Michel Tenenhaus;@ur.rochester.edu;https://scholar.google.com/citations?view_op=medium_photo&user=U7L8HbcAAAAJ
Michel Verleysen;@uclouvain.be;https://scholar.google.com/citations?view_op=medium_photo&user=CLJloIcAAAAJ
Michel Volle;@volle.com;https://scholar.google.com/citations?view_op=medium_photo&user=cJPvQHgAAAAJ
Michel Walter;@hivresearch.org;https://scholar.google.com/citations?view_op=medium_photo&user=GD0urPcAAAAJ
Mickaël Coustaty;@univ-lr.fr;https://scholar.google.com/citations?view_op=medium_photo&user=Tc8FrWwAAAAJ
Mickaël Hatchi;;
Miguel Couceiro;@inria.fr;https://scholar.google.com/citations?view_op=medium_photo&user=6w-xX8sAAAAJ
Mihaela Breaban;;
Mihaela Juganaru-Mathieu;;
Mihaela Scuturici;;
Mimoun Malki;@esi-sba.dz;https://scholar.google.com/citations?view_op=medium_photo&user=Xk7YJW4AAAAJ
Minh Thu Tran Nguyen;@ctu.edu.vn;https://scholar.google.com/citations?view_op=medium_photo&user=gAAYELAAAAAJ
Minyar Sassi-Hidri;@enit.rnu.tn;https://scholar.google.com/citations?view_op=medium_photo&user=8hiBNq4AAAAJ
Mira Abboud;@univ-nantes.fr;https://scholar.google.com/citations?view_op=medium_photo&user=Ua6EvM4AAAAJ
Mireille Mousseau;;
Moditha Hewasinghage;@essi.upc.edu;https://scholar.google.com/citations?view_op=medium_photo&user=-zlyAj0AAAAJ
Modou Gueye;;
Moez Baccouche;@orange.com;https://scholar.google.com/citations?view_op=medium_photo&user=olfpe-kAAAAJ
Mohamad Dbouk;;
Mohamed Ali Zoghlami;;
Mohamed Amine Bentaallah;;
Mohamed Anis Bach Tobji;@isg.rnu.tn;https://scholar.google.com/citations?view_op=medium_photo&user=1Va45KoAAAAJ
Mohamed Aounallah;;
Mohamed Ben Ahmed;@psau.edu.sa;https://scholar.google.com/citations?view_op=medium_photo&user=7Fyz0t8AAAAJ
Mohamed Benamina;;
Mohamed Boussahoua;;
Mohamed Charouel;;
Mohamed Chebel;;
Mohamed Cherif Rahal;;
Mohamed Dermouche;;https://scholar.google.com/citations?view_op=medium_photo&user=U0AO7eMAAAAJ
Mohamed Elati;@issb.genopole.fr;https://scholar.google.com/citations?view_op=medium_photo&user=f-SELBUAAAAJ
Mohamed Ettaleb;;
Mohamed Hallab;;
Mohamed Hamdaoui;@research.emi.ac.ma;https://scholar.google.com/citations?view_op=medium_photo&user=g8GZRSUAAAAJ
Mohamed Hammami;;https://scholar.google.com/citations?view_op=medium_photo&user=6i_828EAAAAJ
Mohamed K. El Mahrsi;@keyrus.com;https://scholar.google.com/citations?view_op=medium_photo&user=uVIDi54AAAAJ
Mohamed Mosbah;@enseirb-matmeca.fr;https://scholar.google.com/citations?view_op=medium_photo&user=3OBpvJ8AAAAJ
Mohamed Nabil Saidi;@aramco.com;https://scholar.google.com/citations?view_op=medium_photo&user=hOrUO60AAAAJ
Mohamed Nader Jelassi;@mines-ales.fr;https://scholar.google.com/citations?view_op=medium_photo&user=JB4vE88AAAAJ
Mohamed Nadif;;
Mohamed Nidhal Jelassi;;
Mohamed Ramzi Haddad;@enit.utm.tn;https://scholar.google.com/citations?view_op=medium_photo&user=YgSmWd4AAAAJ
Mohamed Ramzi Temanni;@sidra.org;https://scholar.google.com/citations?view_op=medium_photo&user=rF8CSMcAAAAJ
